inventory_id,family,planner,feasible,critical_path_ms,compute_work_ms,network_bytes_per_token,serial_waits,messages
coarse-friendly-01,coarse-friendly,whole,True,4031.1457446000163,4268.685625000006,3244032.0,942,471
coarse-friendly-01,coarse-friendly,adaptive,True,4031.1457446000163,4268.685625000006,3244032.0,942,471
coarse-friendly-02,coarse-friendly,whole,True,3670.531444400014,4215.000112500008,3244032.0,942,471
coarse-friendly-02,coarse-friendly,adaptive,True,3670.531444400014,4215.000112500008,3244032.0,942,471
coarse-friendly-03,coarse-friendly,whole,True,3948.0081704000204,4162.92840000001,3272704.0,947,476
coarse-friendly-03,coarse-friendly,adaptive,True,3948.0081704000204,4162.92840000001,3272704.0,947,476
memory-fragmented-01,memory-fragmented,whole,True,4007.0343467133594,4725.5074250000025,3272704.0,947,476
memory-fragmented-01,memory-fragmented,adaptive,True,4007.0343467133594,4725.5074250000025,3272704.0,947,476
memory-fragmented-02,memory-fragmented,whole,False,,,,,
memory-fragmented-02,memory-fragmented,adaptive,True,25272.65950268587,28138.5940691656,6843904.0,16247,5820
memory-fragmented-03,memory-fragmented,whole,True,3781.9125250066877,4672.68780416667,3272704.0,947,476
memory-fragmented-03,memory-fragmented,adaptive,True,3781.9125250066877,4672.68780416667,3272704.0,947,476
memory-fragmented-04,memory-fragmented,whole,False,,,,,
memory-fragmented-04,memory-fragmented,adaptive,True,25486.995025759203,28937.487564165982,6383104.0,15431,5276
memory-fragmented-05,memory-fragmented,whole,True,3990.9315508733594,4783.856800000007,3272704.0,947,476
memory-fragmented-05,memory-fragmented,adaptive,True,3990.9315508733594,4783.856800000007,3272704.0,947,476
memory-fragmented-06,memory-fragmented,whole,False,,,,,
memory-fragmented-06,memory-fragmented,adaptive,True,24945.38501459908,27927.699605832313,6325504.0,15329,5208
compute-heterogeneous-01,compute-heterogeneous,whole,True,5186.017428586679,6578.452091666655,3244032.0,942,471
compute-heterogeneous-01,compute-heterogeneous,adaptive,True,5186.017428586679,6578.452091666655,3244032.0,942,471
compute-heterogeneous-02,compute-heterogeneous,whole,True,4992.415224353347,6362.966445833326,3244032.0,942,471
compute-heterogeneous-02,compute-heterogeneous,adaptive,True,4992.415224353347,6362.966445833326,3244032.0,942,471
compute-heterogeneous-03,compute-heterogeneous,whole,True,5073.170461280002,6445.876758333323,3272704.0,947,476
compute-heterogeneous-03,compute-heterogeneous,adaptive,True,5073.170461280002,6445.876758333323,3272704.0,947,476
compute-heterogeneous-04,compute-heterogeneous,whole,True,5126.955854726676,6542.906299999989,3272704.0,947,476
compute-heterogeneous-04,compute-heterogeneous,adaptive,True,5126.955854726676,6542.906299999989,3272704.0,947,476
compute-heterogeneous-05,compute-heterogeneous,whole,True,4919.884855100008,6387.447195833324,3244032.0,942,471
compute-heterogeneous-05,compute-heterogeneous,adaptive,True,4919.884855100008,6387.447195833324,3244032.0,942,471
compute-heterogeneous-06,compute-heterogeneous,whole,True,4801.473693633343,6323.224529166659,3244032.0,942,471
compute-heterogeneous-06,compute-heterogeneous,adaptive,True,4801.473693633343,6323.224529166659,3244032.0,942,471
network-heterogeneous-01,network-heterogeneous,whole,True,4462.494892720019,4194.421087500005,3272704.0,947,476
network-heterogeneous-01,network-heterogeneous,adaptive,True,4462.494892720019,4194.421087500005,3272704.0,947,476
network-heterogeneous-02,network-heterogeneous,whole,True,4989.187696380005,4258.561450000004,3272704.0,947,476
network-heterogeneous-02,network-heterogeneous,adaptive,True,4989.187696380005,4258.561450000004,3272704.0,947,476
network-heterogeneous-03,network-heterogeneous,whole,True,4273.358023820016,4101.638637500003,3272704.0,947,476
network-heterogeneous-03,network-heterogeneous,adaptive,True,4273.358023820016,4101.638637500003,3272704.0,947,476
network-heterogeneous-04,network-heterogeneous,whole,True,4129.833486260017,4104.7153375000025,3272704.0,947,476
network-heterogeneous-04,network-heterogeneous,adaptive,True,4129.833486260017,4104.7153375000025,3272704.0,947,476
network-heterogeneous-05,network-heterogeneous,whole,True,4241.088183540018,4176.1715875000045,3272704.0,947,476
network-heterogeneous-05,network-heterogeneous,adaptive,True,4241.088183540018,4176.1715875000045,3272704.0,947,476
network-heterogeneous-06,network-heterogeneous,whole,True,3922.9962354200197,4290.642187500009,3272704.0,947,476
network-heterogeneous-06,network-heterogeneous,adaptive,True,3922.9962354200197,4290.642187500009,3272704.0,947,476
full-mixed-01,full-mixed,whole,True,5075.662939246673,6158.78105,3272704.0,947,476
full-mixed-01,full-mixed,adaptive,True,5075.662939246673,6158.78105,3272704.0,947,476
full-mixed-02,full-mixed,whole,True,4840.988507826674,6431.59503333333,3272704.0,947,476
full-mixed-02,full-mixed,adaptive,True,4840.988507826674,6431.59503333333,3272704.0,947,476
full-mixed-03,full-mixed,whole,True,4953.582598206672,6418.887754166668,3272704.0,947,476
full-mixed-03,full-mixed,adaptive,True,4953.582598206672,6418.887754166668,3272704.0,947,476
full-mixed-04,full-mixed,whole,False,,,,,
full-mixed-04,full-mixed,adaptive,True,17841.093392306495,18030.78451666662,4367232.0,7152,2913
full-mixed-05,full-mixed,whole,False,,,,,
full-mixed-05,full-mixed,adaptive,True,16725.216330059855,17377.060580833284,4453504.0,7271,2998
full-mixed-06,full-mixed,whole,False,,,,,
full-mixed-06,full-mixed,adaptive,True,17263.31690571985,17072.219881666788,4395904.0,7169,2930
